dates,sub_id,status,months_since_first_subscription,active_months,canceled_months,months_since_status_change,confirmed_bookings
2021-08-01,517,canceled,14,7,13,1,0
2021-09-01,517,canceled,15,7,14,2,0
2021-10-01,517,canceled,16,7,15,3,0
2021-11-01,517,canceled,17,7,16,4,0
2020-03-01,518,canceled,,0,1,,7
2020-04-01,518,canceled,,0,2,,2
2020-05-01,518,canceled,,0,3,,0
2020-06-01,518,active,0,1,3,1,6
2020-07-01,518,active,1,2,3,2,3
2020-08-01,518,active,2,3,3,3,3
2020-09-01,518,canceled,3,3,4,1,1
2020-10-01,518,active,4,4,4,1,0
2020-11-01,518,active,5,5,4,2,1
2020-12-01,518,active,6,6,4,3,1
2021-01-01,518,active,7,7,4,4,3
2021-02-01,518,active,8,8,4,5,0
2021-03-01,518,canceled,9,8,5,1,6
2021-04-01,518,canceled,10,8,6,2,0
2021-05-01,518,canceled,11,8,7,3,6
2021-06-01,518,canceled,12,8,8,4,2
2021-07-01,518,canceled,13,8,9,5,0
2021-08-01,518,canceled,14,8,10,6,0
2021-09-01,518,active,15,9,10,1,0
2021-10-01,518,canceled,16,9,11,1,0
2021-11-01,518,active,17,10,11,1,0
2020-02-01,519,active,0,1,0,,32
2020-03-01,519,canceled,1,1,1,1,3
2020-04-01,519,canceled,2,1,2,2,0
2020-05-01,519,active,3,2,2,1,0
2020-06-01,519,canceled,4,2,3,1,6
2020-07-01,519,canceled,5,2,4,2,1
2020-08-01,519,canceled,6,2,5,3,1
2020-09-01,519,canceled,7,2,6,4,0
2020-10-01,519,canceled,8,2,7,5,1
2020-11-01,519,canceled,9,2,8,6,0
2020-12-01,519,canceled,10,2,9,7,1
2021-01-01,519,canceled,11,2,10,8,0
2021-02-01,519,canceled,12,2,11,9,0
2021-03-01,519,canceled,13,2,12,10,2
2021-04-01,519,canceled,14,2,13,11,1
2021-05-01,519,canceled,15,2,14,12,9
2021-06-01,519,active,16,3,14,1,6
2021-07-01,519,active,17,4,14,2,0
2021-08-01,519,active,18,5,14,3,0
2021-09-01,519,active,19,6,14,4,0
2021-10-01,519,active,20,7,14,5,0
2021-11-01,519,active,21,8,14,6,0
2021-12-01,519,active,22,9,14,7,0
2020-03-01,520,active,0,1,0,,4
2020-04-01,520,active,1,2,0,,0
2020-05-01,520,active,2,3,0,,5
2020-06-01,520,active,3,4,0,,4
2020-07-01,520,active,4,5,0,,2
2020-08-01,520,active,5,6,0,,1
2020-09-01,520,canceled,6,6,1,1,0
2020-10-01,520,canceled,7,6,2,2,2
2020-11-01,520,canceled,8,6,3,3,3
2020-12-01,520,canceled,9,6,4,4,1
2021-01-01,520,canceled,10,6,5,5,2
2021-02-01,520,canceled,11,6,6,6,1
2021-03-01,520,active,12,7,6,1,0
2021-04-01,520,active,13,8,6,2,1
2021-05-01,520,canceled,14,8,7,1,5
2021-06-01,520,active,15,9,7,1,5
2021-07-01,520,active,16,10,7,2,0
2021-08-01,520,active,17,11,7,3,0
2021-09-01,520,canceled,18,11,8,1,0
2021-10-01,520,canceled,19,11,9,2,0
2021-11-01,520,active,20,12,9,1,0
2021-12-01,520,active,21,13,9,2,0
2020-01-01,521,canceled,,0,1,,34
2020-02-01,521,canceled,,0,2,,27
2020-03-01,521,canceled,,0,3,,5
2020-04-01,521,canceled,,0,4,,3
2020-05-01,521,active,0,1,4,1,5
2020-06-01,521,canceled,1,1,5,1,3
2020-07-01,521,canceled,2,1,6,2,4
2020-08-01,521,canceled,3,1,7,3,3
2020-09-01,521,canceled,4,1,8,4,3
2020-10-01,521,canceled,5,1,9,5,3
2020-11-01,521,canceled,6,1,10,6,0
2020-12-01,521,canceled,7,1,11,7,1
2021-01-01,521,active,8,2,11,1,0
2021-02-01,521,active,9,3,11,2,0
2021-03-01,521,active,10,4,11,3,1
2021-04-01,521,active,11,5,11,4,2
2021-05-01,521,active,12,6,11,5,3
2021-06-01,521,active,13,7,11,6,5
2021-07-01,521,active,14,8,11,7,0
2021-08-01,521,active,15,9,11,8,0
2021-09-01,521,active,16,10,11,9,0
2021-10-01,521,active,17,11,11,10,0
2021-11-01,521,active,18,12,11,11,0
2021-12-01,521,active,19,13,11,12,0
2020-01-01,522,canceled,,0,1,,51
2020-02-01,522,canceled,,0,2,,23
2020-03-01,522,canceled,,0,3,,5
2020-04-01,522,canceled,,0,4,,4
2020-05-01,522,canceled,,0,5,,2
2020-06-01,522,canceled,,0,6,,3
2020-07-01,522,canceled,,0,7,,3
2020-08-01,522,canceled,,0,8,,5
2020-09-01,522,active,0,1,8,1,1
2020-10-01,522,active,1,2,8,2,1
2020-11-01,522,active,2,3,8,3,0
2020-12-01,522,active,3,4,8,4,0
2021-01-01,522,active,4,5,8,5,1
2021-02-01,522,active,5,6,8,6,2
2021-03-01,522,active,6,7,8,7,1
2021-04-01,522,active,7,8,8,8,0
2021-05-01,522,active,8,9,8,9,3
2021-06-01,522,active,9,10,8,10,6
2021-07-01,522,active,10,11,8,11,0
2021-08-01,522,active,11,12,8,12,0
2021-09-01,522,canceled,12,12,9,1,0
2021-10-01,522,active,13,13,9,1,0
2021-11-01,522,active,14,14,9,2,0
2021-12-01,522,active,15,15,9,3,0
2020-01-01,523,active,0,1,0,,37
2020-02-01,523,active,1,2,0,,32
2020-03-01,523,canceled,2,2,1,1,3
2020-04-01,523,canceled,3,2,2,2,3
2020-05-01,523,canceled,4,2,3,3,0
2020-06-01,523,canceled,5,2,4,4,6
2020-07-01,523,canceled,6,2,5,5,2
2020-08-01,523,canceled,7,2,6,6,1
2020-09-01,523,canceled,8,2,7,7,2
2020-10-01,523,canceled,9,2,8,8,2
2020-11-01,523,active,10,3,8,1,0
2020-12-01,523,active,11,4,8,2,1
2021-01-01,523,active,12,5,8,3,1
2021-02-01,523,canceled,13,5,9,1,1
2021-03-01,523,canceled,14,5,10,2,0
2021-04-01,523,canceled,15,5,11,3,0
2021-05-01,523,canceled,16,5,12,4,8
2021-06-01,523,canceled,17,5,13,5,5
2021-07-01,523,canceled,18,5,14,6,0
2021-08-01,523,canceled,19,5,15,7,0
2021-09-01,523,canceled,20,5,16,8,0
2021-10-01,523,canceled,21,5,17,9,0
2020-05-01,524,canceled,,0,1,,5
2020-06-01,524,canceled,,0,2,,3
2020-07-01,524,canceled,,0,3,,0
2020-08-01,524,canceled,,0,4,,1
2020-09-01,524,canceled,,0,5,,3
2020-10-01,524,active,0,1,5,1,0
2020-11-01,524,active,1,2,5,2,2
2020-12-01,524,canceled,2,2,6,1,0
2021-01-01,524,canceled,3,2,7,2,1
2021-02-01,524,canceled,4,2,8,3,0
2021-03-01,524,canceled,5,2,9,4,5
2021-04-01,524,canceled,6,2,10,5,1
2021-05-01,524,canceled,7,2,11,6,4
2021-06-01,524,canceled,8,2,12,7,4
2021-07-01,524,canceled,9,2,13,8,0
2021-08-01,524,canceled,10,2,14,9,0
2021-09-01,524,active,11,3,14,1,0
2020-01-01,525,active,0,1,0,,43
2020-02-01,525,active,1,2,0,,26
2020-03-01,525,active,2,3,0,,1
2020-04-01,525,active,3,4,0,,1
2020-05-01,525,active,4,5,0,,3
2020-06-01,525,active,5,6,0,,5
2020-07-01,525,active,6,7,0,,7
2020-08-01,525,active,7,8,0,,4
2020-09-01,525,active,8,9,0,,2
2020-10-01,525,active,9,10,0,,0
2020-11-01,525,active,10,11,0,,0
2020-12-01,525,active,11,12,0,,1
2021-01-01,525,canceled,12,12,1,1,0
2021-02-01,525,canceled,13,12,2,2,2
2021-03-01,525,canceled,14,12,3,3,1
2021-04-01,525,active,15,13,3,1,2
2021-05-01,525,active,16,14,3,2,7
2021-06-01,525,active,17,15,3,3,5
2021-07-01,525,active,18,16,3,4,0
2021-08-01,525,active,19,17,3,5,0
2021-09-01,525,canceled,20,17,4,1,0
2021-10-01,525,canceled,21,17,5,2,0
2021-11-01,525,canceled,22,17,6,3,0
2020-03-01,526,active,0,1,0,,6
2020-04-01,526,active,1,2,0,,1
2020-05-01,526,active,2,3,0,,7
2020-06-01,526,active,3,4,0,,4
2020-07-01,526,active,4,5,0,,2
2020-08-01,526,canceled,5,5,1,1,1
2020-09-01,526,active,6,6,1,1,3
2020-10-01,526,active,7,7,1,2,1
2020-11-01,526,active,8,8,1,3,1
2020-12-01,526,active,9,9,1,4,1
2021-01-01,526,active,10,10,1,5,2
2021-02-01,526,active,11,11,1,6,1
2021-03-01,526,active,12,12,1,7,1
2021-04-01,526,active,13,13,1,8,1
2021-05-01,526,active,14,14,1,9,4
2021-06-01,526,active,15,15,1,10,8
2021-07-01,526,active,16,16,1,11,0
2021-08-01,526,active,17,17,1,12,0
2021-09-01,526,canceled,18,17,2,1,0
2021-10-01,526,canceled,19,17,3,2,0
2021-11-01,526,canceled,20,17,4,3,0
2021-12-01,526,active,21,18,4,1,0
2020-01-01,527,canceled,,0,1,,40
2020-02-01,527,canceled,,0,2,,22
2020-03-01,527,active,0,1,2,1,7
2020-04-01,527,active,1,2,2,2,0
2020-05-01,527,active,2,3,2,3,1
2020-06-01,527,canceled,3,3,3,1,4
2020-07-01,527,canceled,4,3,4,2,1
2020-08-01,527,canceled,5,3,5,3,2
2020-09-01,527,canceled,6,3,6,4,2
2020-10-01,527,canceled,7,3,7,5,0
2020-11-01,527,active,8,4,7,1,0
2020-12-01,527,canceled,9,4,8,1,0
2021-01-01,527,canceled,10,4,9,2,2
2021-02-01,527,canceled,11,4,10,3,0
2021-03-01,527,canceled,12,4,11,4,1
2021-04-01,527,canceled,13,4,12,5,3
2021-05-01,527,canceled,14,4,13,6,4
2021-06-01,527,canceled,15,4,14,7,4
2021-07-01,527,canceled,16,4,15,8,0
2021-08-01,527,canceled,17,4,16,9,0
2021-09-01,527,canceled,18,4,17,10,0
2020-02-01,528,active,0,1,0,,28
2020-03-01,528,active,1,2,0,,6
2020-04-01,528,canceled,2,2,1,1,1
2020-05-01,528,canceled,3,2,2,2,1
2020-06-01,528,canceled,4,2,3,3,10
2020-07-01,528,canceled,5,2,4,4,6
2020-08-01,528,canceled,6,2,5,5,3
2020-09-01,528,canceled,7,2,6,6,1
2020-10-01,528,canceled,8,2,7,7,2
2020-11-01,528,canceled,9,2,8,8,0
2020-12-01,528,canceled,10,2,9,9,0
2021-01-01,528,canceled,11,2,10,10,0
2021-02-01,528,canceled,12,2,11,11,1
2021-03-01,528,canceled,13,2,12,12,0
2021-04-01,528,canceled,14,2,13,13,3
2021-05-01,528,canceled,15,2,14,14,8
2021-06-01,528,canceled,16,2,15,15,3
2021-07-01,528,canceled,17,2,16,16,0
2021-08-01,528,canceled,18,2,17,17,0
2021-09-01,528,active,19,3,17,1,0
2021-10-01,528,canceled,20,3,18,1,0
2021-11-01,528,canceled,21,3,19,2,0
2021-12-01,528,canceled,22,3,20,3,0
2020-02-01,529,active,0,1,0,,30
2020-03-01,529,active,1,2,0,,3
2020-04-01,529,canceled,2,2,1,1,0
2020-05-01,529,canceled,3,2,2,2,6
2020-06-01,529,canceled,4,2,3,3,5
2020-07-01,529,canceled,5,2,4,4,2
2020-08-01,529,canceled,6,2,5,5,2
2020-09-01,529,canceled,7,2,6,6,3
2020-10-01,529,canceled,8,2,7,7,2
2020-11-01,529,canceled,9,2,8,8,0
2020-12-01,529,canceled,10,2,9,9,1
2021-01-01,529,active,11,3,9,1,1
2021-02-01,529,canceled,12,3,10,1,3
2021-03-01,529,canceled,13,3,11,2,1
2021-04-01,529,canceled,14,3,12,3,0
2021-05-01,529,canceled,15,3,13,4,6
2021-06-01,529,canceled,16,3,14,5,7
2021-07-01,529,canceled,17,3,15,6,0
2021-08-01,529,active,18,4,15,1,0
2021-09-01,529,active,19,5,15,2,0
2021-10-01,529,active,20,6,15,3,0
2020-06-01,530,canceled,,0,1,,3
2020-07-01,530,canceled,,0,2,,3
2020-08-01,530,canceled,,0,3,,1
2020-09-01,530,canceled,,0,4,,1
2020-10-01,530,canceled,,0,5,,2
2020-11-01,530,active,0,1,5,1,1
2020-12-01,530,canceled,1,1,6,1,3
2021-01-01,530,active,2,2,6,1,0
2021-02-01,530,active,3,3,6,2,1
2021-03-01,530,active,4,4,6,3,2
2021-04-01,530,active,5,5,6,4,3
2021-05-01,530,canceled,6,5,7,1,5
2021-06-01,530,canceled,7,5,8,2,2
2021-07-01,530,canceled,8,5,9,3,0
2021-08-01,530,canceled,9,5,10,4,0
2021-09-01,530,canceled,10,5,11,5,0
2021-10-01,530,canceled,11,5,12,6,0
2021-11-01,530,active,12,6,12,1,0
2021-12-01,530,active,13,7,12,2,0
2020-02-01,531,canceled,,0,1,,22
2020-03-01,531,canceled,,0,2,,8
2020-04-01,531,canceled,,0,3,,2
2020-05-01,531,active,0,1,3,1,10
2020-06-01,531,active,1,2,3,2,7
2020-07-01,531,active,2,3,3,3,2
2020-08-01,531,active,3,4,3,4,1
2020-09-01,531,active,4,5,3,5,0
2020-10-01,531,active,5,6,3,6,0
2020-11-01,531,active,6,7,3,7,2
2020-12-01,531,active,7,8,3,8,1
2021-01-01,531,canceled,8,8,4,1,0
2021-02-01,531,canceled,9,8,5,2,0
2021-03-01,531,canceled,10,8,6,3,2
2021-04-01,531,canceled,11,8,7,4,1
2021-05-01,531,canceled,12,8,8,5,6
2021-06-01,531,canceled,13,8,9,6,4
2021-07-01,531,active,14,9,9,1,0
2021-08-01,531,active,15,10,9,2,0
2021-09-01,531,active,16,11,9,3,0
2021-10-01,531,active,17,12,9,4,0
2021-11-01,531,canceled,18,12,10,1,0
2021-12-01,531,canceled,19,12,11,2,0
2020-02-01,532,active,0,1,0,,39
2020-03-01,532,active,1,2,0,,5
2020-04-01,532,active,2,3,0,,2
2020-05-01,532,active,3,4,0,,3
2020-06-01,532,active,4,5,0,,1
2020-07-01,532,active,5,6,0,,2
2020-08-01,532,active,6,7,0,,5
2020-09-01,532,active,7,8,0,,2
2020-10-01,532,active,8,9,0,,1
2020-11-01,532,canceled,9,9,1,1,0
2020-12-01,532,canceled,10,9,2,2,0
2021-01-01,532,canceled,11,9,3,3,0
2021-02-01,532,canceled,12,9,4,4,1
2021-03-01,532,active,13,10,4,1,2
2021-04-01,532,canceled,14,10,5,1,0
2021-05-01,532,canceled,15,10,6,2,10
2021-06-01,532,canceled,16,10,7,3,6
2021-07-01,532,canceled,17,10,8,4,0
2021-08-01,532,canceled,18,10,9,5,0
2021-09-01,532,canceled,19,10,10,6,0
2021-10-01,532,active,20,11,10,1,0
2021-11-01,532,active,21,12,10,2,0
2021-12-01,532,canceled,22,12,11,1,0
2020-01-01,533,canceled,,0,1,,40
2020-02-01,533,canceled,,0,2,,38
2020-03-01,533,canceled,,0,3,,7
2020-04-01,533,canceled,,0,4,,1
2020-05-01,533,canceled,,0,5,,3
2020-06-01,533,canceled,,0,6,,6
2020-07-01,533,canceled,,0,7,,1
2020-08-01,533,canceled,,0,8,,2
2020-09-01,533,canceled,,0,9,,3
2020-10-01,533,active,0,1,9,1,1
2020-11-01,533,canceled,1,1,10,1,1
2020-12-01,533,canceled,2,1,11,2,1
2021-01-01,533,canceled,3,1,12,3,1
2021-02-01,533,canceled,4,1,13,4,2
2021-03-01,533,active,5,2,13,1,0
2021-04-01,533,active,6,3,13,2,0
2021-05-01,533,active,7,4,13,3,10
2021-06-01,533,active,8,5,13,4,3
2021-07-01,533,active,9,6,13,5,0
2021-08-01,533,active,10,7,13,6,0
2021-09-01,533,canceled,11,7,14,1,0
2021-10-01,533,active,12,8,14,1,0
2020-01-01,534,canceled,,0,1,,48
2020-02-01,534,canceled,,0,2,,33
2020-03-01,534,canceled,,0,3,,4
2020-04-01,534,canceled,,0,4,,1
2020-05-01,534,canceled,,0,5,,2
2020-06-01,534,canceled,,0,6,,5
2020-07-01,534,canceled,,0,7,,2
2020-08-01,534,canceled,,0,8,,3
2020-09-01,534,canceled,,0,9,,0
2020-10-01,534,canceled,,0,10,,3
2020-11-01,534,canceled,,0,11,,2
2020-12-01,534,canceled,,0,12,,2
2021-01-01,534,canceled,,0,13,,4
2021-02-01,534,canceled,,0,14,,0
2021-03-01,534,active,0,1,14,1,2
2021-04-01,534,active,1,2,14,2,1
2021-05-01,534,canceled,2,2,15,1,6
2021-06-01,534,canceled,3,2,16,2,12
2021-07-01,534,canceled,4,2,17,3,0
2021-08-01,534,canceled,5,2,18,4,0
2021-09-01,534,canceled,6,2,19,5,0
2021-10-01,534,canceled,7,2,20,6,0
2021-11-01,534,canceled,8,2,21,7,0
2021-12-01,534,canceled,9,2,22,8,0
2020-03-01,535,active,0,1,0,,5
2020-04-01,535,active,1,2,0,,0
2020-05-01,535,active,2,3,0,,2
2020-06-01,535,active,3,4,0,,5
2020-07-01,535,active,4,5,0,,3
2020-08-01,535,active,5,6,0,,0
2020-09-01,535,active,6,7,0,,3
2020-10-01,535,active,7,8,0,,0
2020-11-01,535,active,8,9,0,,2
2020-12-01,535,active,9,10,0,,1
2021-01-01,535,canceled,10,10,1,1,1
2021-02-01,535,active,11,11,1,1,0
2021-03-01,535,active,12,12,1,2,3
2021-04-01,535,active,13,13,1,3,2
2021-05-01,535,active,14,14,1,4,7
2021-06-01,535,canceled,15,14,2,1,5
2021-07-01,535,canceled,16,14,3,2,0
2021-08-01,535,canceled,17,14,4,3,0
2021-09-01,535,canceled,18,14,5,4,0
2021-10-01,535,canceled,19,14,6,5,0
2021-11-01,535,active,20,15,6,1,0
2021-12-01,535,active,21,16,6,2,0
2020-02-01,536,active,0,1,0,,27
2020-03-01,536,active,1,2,0,,6
2020-04-01,536,active,2,3,0,,4
2020-05-01,536,active,3,4,0,,3
2020-06-01,536,active,4,5,0,,1
2020-07-01,536,active,5,6,0,,3
2020-08-01,536,active,6,7,0,,1
2020-09-01,536,active,7,8,0,,1
2020-10-01,536,active,8,9,0,,1
2020-11-01,536,active,9,10,0,,1
2020-12-01,536,active,10,11,0,,0
2021-01-01,536,active,11,12,0,,0
2021-02-01,536,active,12,13,0,,0
2021-03-01,536,active,13,14,0,,3
2021-04-01,536,active,14,15,0,,0
2021-05-01,536,active,15,16,0,,2
2021-06-01,536,active,16,17,0,,2
2021-07-01,536,active,17,18,0,,0
2021-08-01,536,active,18,19,0,,0
2021-09-01,536,active,19,20,0,,0
2021-10-01,536,active,20,21,0,,0
2021-11-01,536,active,21,22,0,,0
2021-12-01,536,active,22,23,0,,0
2020-01-01,537,canceled,,0,1,,45
2020-02-01,537,canceled,,0,2,,44
2020-03-01,537,canceled,,0,3,,6
2020-04-01,537,canceled,,0,4,,1
2020-05-01,537,canceled,,0,5,,4
2020-06-01,537,canceled,,0,6,,6
2020-07-01,537,canceled,,0,7,,3
2020-08-01,537,canceled,,0,8,,2
2020-09-01,537,canceled,,0,9,,1
2020-10-01,537,active,0,1,9,1,1
2020-11-01,537,active,1,2,9,2,0
2020-12-01,537,active,2,3,9,3,1
2021-01-01,537,canceled,3,3,10,1,0
2021-02-01,537,canceled,4,3,11,2,0
2021-03-01,537,canceled,5,3,12,3,0
2021-04-01,537,canceled,6,3,13,4,1
2021-05-01,537,active,7,4,13,1,14
2021-06-01,537,canceled,8,4,14,1,12
2021-07-01,537,canceled,9,4,15,2,0
2021-08-01,537,canceled,10,4,16,3,0
2021-09-01,537,canceled,11,4,17,4,0
2021-10-01,537,active,12,5,17,1,0
2021-11-01,537,active,13,6,17,2,0
2021-12-01,537,active,14,7,17,3,0
2020-02-01,538,canceled,,0,1,,28
2020-03-01,538,canceled,,0,2,,4
2020-04-01,538,canceled,,0,3,,0
2020-05-01,538,canceled,,0,4,,6
2020-06-01,538,active,0,1,4,1,3
2020-07-01,538,active,1,2,4,2,2
2020-08-01,538,active,2,3,4,3,1
2020-09-01,538,active,3,4,4,4,3
2020-10-01,538,active,4,5,4,5,2
2020-11-01,538,active,5,6,4,6,3
2020-12-01,538,active,6,7,4,7,1
2021-01-01,538,active,7,8,4,8,0
2021-02-01,538,active,8,9,4,9,4
2021-03-01,538,active,9,10,4,10,1
2021-04-01,538,active,10,11,4,11,1
2021-05-01,538,active,11,12,4,12,4
2021-06-01,538,active,12,13,4,13,6
2021-07-01,538,active,13,14,4,14,0
2021-08-01,538,active,14,15,4,15,0
2021-09-01,538,canceled,15,15,5,1,0
2021-10-01,538,canceled,16,15,6,2,0
2021-11-01,538,canceled,17,15,7,3,0
2021-12-01,538,canceled,18,15,8,4,0
2020-01-01,539,canceled,,0,1,,33
2020-02-01,539,active,0,1,1,1,28
2020-03-01,539,active,1,2,1,2,3
2020-04-01,539,active,2,3,1,3,3
2020-05-01,539,active,3,4,1,4,7
2020-06-01,539,active,4,5,1,5,4
2020-07-01,539,active,5,6,1,6,3
2020-08-01,539,active,6,7,1,7,2
2020-09-01,539,active,7,8,1,8,0
2020-10-01,539,active,8,9,1,9,0
2020-11-01,539,active,9,10,1,10,2
2020-12-01,539,active,10,11,1,11,0
2021-01-01,539,active,11,12,1,12,2
2021-02-01,539,active,12,13,1,13,0
2021-03-01,539,active,13,14,1,14,2
2021-04-01,539,active,14,15,1,15,0
2021-05-01,539,active,15,16,1,16,4
2021-06-01,539,active,16,17,1,17,7
2021-07-01,539,active,17,18,1,18,0
2021-08-01,539,active,18,19,1,19,0
2021-09-01,539,active,19,20,1,20,0
2021-10-01,539,active,20,21,1,21,0
2021-11-01,539,active,21,22,1,22,0
2021-12-01,539,active,22,23,1,23,0
2020-05-01,540,canceled,,0,1,,3
2020-06-01,540,canceled,,0,2,,5
2020-07-01,540,active,0,1,2,1,2
2020-08-01,540,active,1,2,2,2,1
2020-09-01,540,active,2,3,2,3,0
2020-10-01,540,canceled,3,3,3,1,1
2020-11-01,540,canceled,4,3,4,2,2
2020-12-01,540,canceled,5,3,5,3,1
2021-01-01,540,canceled,6,3,6,4,0
2021-02-01,540,active,7,4,6,1,0
2021-03-01,540,active,8,5,6,2,0
2021-04-01,540,active,9,6,6,3,0
2021-05-01,540,active,10,7,6,4,8
2021-06-01,540,active,11,8,6,5,3
2021-07-01,540,active,12,9,6,6,0
2021-08-01,540,active,13,10,6,7,0
2021-09-01,540,active,14,11,6,8,0
2021-10-01,540,active,15,12,6,9,0
2021-11-01,540,active,16,13,6,10,0
2021-12-01,540,active,17,14,6,11,0
2020-03-01,541,active,0,1,0,,2
2020-04-01,541,active,1,2,0,,2
2020-05-01,541,active,2,3,0,,5
2020-06-01,541,active,3,4,0,,3
2020-07-01,541,active,4,5,0,,1
2020-08-01,541,canceled,5,5,1,1,0
2020-09-01,541,active,6,6,1,1,2
2020-10-01,541,active,7,7,1,2,1
2020-11-01,541,active,8,8,1,3,1
2020-12-01,541,active,9,9,1,4,0
2021-01-01,541,active,10,10,1,5,0
2021-02-01,541,canceled,11,10,2,1,0
2021-03-01,541,canceled,12,10,3,2,2
2021-04-01,541,canceled,13,10,4,3,0
2021-05-01,541,canceled,14,10,5,4,4
2021-06-01,541,active,15,11,5,1,2
2020-01-01,542,canceled,,0,1,,33
2020-02-01,542,canceled,,0,2,,29
2020-03-01,542,canceled,,0,3,,4
2020-04-01,542,canceled,,0,4,,2
2020-05-01,542,canceled,,0,5,,2
2020-06-01,542,canceled,,0,6,,8
2020-07-01,542,active,0,1,6,1,4
2020-08-01,542,active,1,2,6,2,1
2020-09-01,542,active,2,3,6,3,1
2020-10-01,542,active,3,4,6,4,0
2020-11-01,542,active,4,5,6,5,0
2020-12-01,542,canceled,5,5,7,1,1
2021-01-01,542,canceled,6,5,8,2,1
2021-02-01,542,canceled,7,5,9,3,0
2021-03-01,542,active,8,6,9,1,1
2021-04-01,542,active,9,7,9,2,1
2021-05-01,542,active,10,8,9,3,9
2021-06-01,542,active,11,9,9,4,1
2021-07-01,542,canceled,12,9,10,1,0
2021-08-01,542,canceled,13,9,11,2,0
2021-09-01,542,active,14,10,11,1,0
2021-10-01,542,active,15,11,11,2,0
2021-11-01,542,canceled,16,11,12,1,0
2020-01-01,543,active,0,1,0,,49
2020-02-01,543,active,1,2,0,,24
2020-03-01,543,canceled,2,2,1,1,5
2020-04-01,543,canceled,3,2,2,2,1
2020-05-01,543,canceled,4,2,3,3,6
2020-06-01,543,canceled,5,2,4,4,5
2020-07-01,543,canceled,6,2,5,5,1
2020-08-01,543,active,7,3,5,1,0
2020-09-01,543,active,8,4,5,2,2
2020-10-01,543,canceled,9,4,6,1,3
2020-11-01,543,canceled,10,4,7,2,0
2020-12-01,543,canceled,11,4,8,3,0
2021-01-01,543,canceled,12,4,9,4,1
2021-02-01,543,active,13,5,9,1,1
2021-03-01,543,active,14,6,9,2,2
2021-04-01,543,canceled,15,6,10,1,1
2021-05-01,543,canceled,16,6,11,2,5
2021-06-01,543,canceled,17,6,12,3,7
2021-07-01,543,active,18,7,12,1,0
2021-08-01,543,active,19,8,12,2,0
2021-09-01,543,active,20,9,12,3,0
2021-10-01,543,active,21,10,12,4,0
2021-11-01,543,active,22,11,12,5,0
2021-12-01,543,active,23,12,12,6,0
2020-01-01,544,active,0,1,0,,35
2020-02-01,544,active,1,2,0,,31
2020-03-01,544,active,2,3,0,,5
2020-04-01,544,active,3,4,0,,1
2020-05-01,544,active,4,5,0,,2
2020-06-01,544,active,5,6,0,,4
2020-07-01,544,active,6,7,0,,3
2020-08-01,544,active,7,8,0,,0
2020-09-01,544,active,8,9,0,,0
2020-10-01,544,active,9,10,0,,2
2020-11-01,544,active,10,11,0,,1
2020-12-01,544,canceled,11,11,1,1,0
2021-01-01,544,active,12,12,1,1,1
2021-02-01,544,active,13,13,1,2,0
2021-03-01,544,canceled,14,13,2,1,1
2021-04-01,544,active,15,14,2,1,1
2021-05-01,544,active,16,15,2,2,6
2021-06-01,544,active,17,16,2,3,6
2021-07-01,544,active,18,17,2,4,0
2021-08-01,544,active,19,18,2,5,0
2021-09-01,544,canceled,20,18,3,1,0
2021-10-01,544,canceled,21,18,4,2,0
2021-11-01,544,active,22,19,4,1,0
2021-12-01,544,active,23,20,4,2,0
2020-03-01,545,active,0,1,0,,6
2020-04-01,545,active,1,2,0,,1
2020-05-01,545,active,2,3,0,,4
2020-06-01,545,active,3,4,0,,2
2020-07-01,545,active,4,5,0,,2
2020-08-01,545,active,5,6,0,,3
2020-09-01,545,active,6,7,0,,1
2020-10-01,545,active,7,8,0,,2
2020-11-01,545,active,8,9,0,,1
2020-12-01,545,active,9,10,0,,1
2021-01-01,545,canceled,10,10,1,1,1
2021-02-01,545,canceled,11,10,2,2,1
2021-03-01,545,active,12,11,2,1,1
2021-04-01,545,active,13,12,2,2,1
2021-05-01,545,active,14,13,2,3,2
2021-06-01,545,canceled,15,13,3,1,4
2021-07-01,545,canceled,16,13,4,2,0
2021-08-01,545,canceled,17,13,5,3,0
2021-09-01,545,canceled,18,13,6,4,0
2021-10-01,545,canceled,19,13,7,5,0
2021-11-01,545,canceled,20,13,8,6,0
2021-12-01,545,canceled,21,13,9,7,0
2020-01-01,546,canceled,,0,1,,45
2020-02-01,546,canceled,,0,2,,32
2020-03-01,546,canceled,,0,3,,7
2020-04-01,546,canceled,,0,4,,0
2020-05-01,546,canceled,,0,5,,0
2020-06-01,546,canceled,,0,6,,4
2020-07-01,546,canceled,,0,7,,3
2020-08-01,546,canceled,,0,8,,1
2020-09-01,546,active,0,1,8,1,0
2020-10-01,546,active,1,2,8,2,2
2020-11-01,546,active,2,3,8,3,1
2020-12-01,546,active,3,4,8,4,0
2021-01-01,546,active,4,5,8,5,0
2021-02-01,546,active,5,6,8,6,3
2021-03-01,546,canceled,6,6,9,1,2
2021-04-01,546,canceled,7,6,10,2,1
2021-05-01,546,canceled,8,6,11,3,3
2021-06-01,546,canceled,9,6,12,4,7
2021-07-01,546,canceled,10,6,13,5,0
2021-08-01,546,canceled,11,6,14,6,0
2021-09-01,546,active,12,7,14,1,0
2021-10-01,546,active,13,8,14,2,0
2021-11-01,546,active,14,9,14,3,0
2020-01-01,547,canceled,,0,1,,45
